title,year,cover_date,journal,authors,doi,eid,scopus_id,citedby_count,subtype,description
Reply,2019,2019-08-01,American Journal of Neuroradiology,Chi J.M.,10.3174/ajnr.A6166,2-s2.0-85071355583,SCOPUS_ID:85071355583,0,Letter,
Distal balloon angioplasty of cerebral vasospasm decreases the risk of delayed cerebral infarction,2019,2019-08-01,American Journal of Neuroradiology,Labeyrie M.A.,10.3174/ajnr.A6124,2-s2.0-85071355846,SCOPUS_ID:85071355846,39,Article,
"Prolapse of orbital fat through the inferior orbital fissure: Description, prevalence, and assessment of possible pathologic associations",2019,2019-08-01,American Journal of Neuroradiology,Bunch P.M.,10.3174/ajnr.A6113,2-s2.0-85071355045,SCOPUS_ID:85071355045,11,Article,
Blood-brain barrier permeability in patients with systemic lupus erythematosus,2019,2019-08-01,American Journal of Neuroradiology,Lecler A.,10.3174/ajnr.A6137,2-s2.0-85071354402,SCOPUS_ID:85071354402,0,Letter,
The association between fLair vascular hyperintensity and stroke outcome varies with time from onset,2019,2019-08-01,American Journal of Neuroradiology,Shang W.J.,10.3174/ajnr.A6142,2-s2.0-85071352962,SCOPUS_ID:85071352962,19,Article,
Intrathecal use of gadobutrol for glymphatic MR imaging: Prospective safety study of 100 patients,2019,2019-08-01,American Journal of Neuroradiology,Edeklev C.S.,10.3174/ajnr.A6136,2-s2.0-85071352715,SCOPUS_ID:85071352715,88,Article,
Carotid CTA at the lowest tube voltage (70 kV) in comparison with automated tube voltage adaption,2019,2019-08-01,American Journal of Neuroradiology,Eller A.,10.3174/ajnr.A6108,2-s2.0-85071352932,SCOPUS_ID:85071352932,8,Article,
Gadolinium retention in the brain: An MRI relaxometry study of linear and macrocyclic gadolinium-based contrast agents in multiple sclerosis,2019,2019-08-01,American Journal of Neuroradiology,Forslin Y.,10.3174/ajnr.A6112,2-s2.0-85071354880,SCOPUS_ID:85071354880,30,Article,
The interpeduncular angle: A practical and objective marker for the detection and diagnosis of intracranial hypotension on brain MRI,2019,2019-08-01,American Journal of Neuroradiology,Wang D.J.,10.3174/ajnr.A6120,2-s2.0-85071351138,SCOPUS_ID:85071351138,15,Article,
Standardization of temporal bone CT planes across a multisite academic institution,2019,2019-08-01,American Journal of Neuroradiology,Guenette J.P.,10.3174/ajnr.A6111,2-s2.0-85071351971,SCOPUS_ID:85071351971,4,Article,
MRI predictors of recurrence and outcome after acute transverse myelitis of unidentified etiology,2019,2019-08-01,American Journal of Neuroradiology,Bulut E.,10.3174/ajnr.A6121,2-s2.0-85071354431,SCOPUS_ID:85071354431,8,Article,
Guide sheath advancement and aspiration in the distal petrocavernous internal carotid artery (guard) technique during thrombectomy improves reperfusion and clinical outcomes,2019,2019-08-01,American Journal of Neuroradiology,Ansari S.A.,10.3174/ajnr.A6132,2-s2.0-85071352620,SCOPUS_ID:85071352620,14,Article,
Manganese-enhanced MRI of the brain in healthy volunteers,2019,2019-08-01,American Journal of Neuroradiology,Sudarshana D.M.,10.3174/ajnr.A6152,2-s2.0-85071351382,SCOPUS_ID:85071351382,26,Article,
Posterior fossa dural arteriovenous fistulas with subarachnoid venous drainage: Outcomes of endovascular treatment,2019,2019-08-01,American Journal of Neuroradiology,Détraz L.,10.3174/ajnr.A6140,2-s2.0-85071350244,SCOPUS_ID:85071350244,3,Article,
Convolutional neural network for automated flair lesion segmentation on clinical brain MR imaging,2019,2019-08-01,American Journal of Neuroradiology,Duong M.T.,10.3174/ajnr.A6138,2-s2.0-85071350556,SCOPUS_ID:85071350556,63,Article,
Pretreatment anterior choroidal artery infarction predicts poor outcome after thrombectomy in intracranial ICA occlusion,2019,2019-08-01,American Journal of Neuroradiology,Baek B.H.,10.3174/ajnr.A6126,2-s2.0-85071355819,SCOPUS_ID:85071355819,4,Article,
Diagnosis and prediction of relapses in susac syndrome: A new use for MR postcontrast FLAIR leptomeningeal enhancement,2019,2019-07-01,American Journal of Neuroradiology,Coulette S.,10.3174/ajnr.A6103,2-s2.0-85069294935,SCOPUS_ID:85069294935,30,Article,
Improving detection of multiple sclerosis lesions in the posterior fossa using an optimized 3D-FLAIR sequence at 3T,2019,2019-07-01,American Journal of Neuroradiology,Lecler A.,10.3174/ajnr.A6107,2-s2.0-85069295667,SCOPUS_ID:85069295667,9,Article,
"3T MRI whole-brain microscopy discrimination of subcortical anatomy, part 2: Basal forebrain",2019,2019-07-01,American Journal of Neuroradiology,Hoch M.J.,10.3174/ajnr.A6088,2-s2.0-85069295590,SCOPUS_ID:85069295590,14,Article,
Antiplatelet therapy in patients with aneurysmal SAH: Impact on delayed cerebral ischemia and clinical outcome. A meta-analysis,2019,2019-07-01,American Journal of Neuroradiology,Cagnazzo F.,10.3174/ajnr.A6086,2-s2.0-85069293745,SCOPUS_ID:85069293745,23,Article,
Automated segmentation of hippocampal volume: The next step in neuroradiologic diagnosis of mesial temporal sclerosis,2019,2019-07-01,American Journal of Neuroradiology,Damodaran N.,10.3174/ajnr.A6092,2-s2.0-85069296545,SCOPUS_ID:85069296545,2,Letter,
Predictive value of MRI in diagnosing brain AVM recurrence after angiographically documented exclusion in children,2019,2019-07-01,American Journal of Neuroradiology,Jhaveri A.,10.3174/ajnr.A6093,2-s2.0-85069295483,SCOPUS_ID:85069295483,33,Article,
Comparison of multiple sclerosis cortical lesion types detected by multicontrast 3T and 7T MRI,2019,2019-07-01,American Journal of Neuroradiology,Maranzano J.,10.3174/ajnr.A6099,2-s2.0-85069294552,SCOPUS_ID:85069294552,50,Article,
Comparison of carotid endarterectomy and stenting for symptomatic internal carotid artery near-occlusion,2019,2019-07-01,American Journal of Neuroradiology,Kim J.,10.3174/ajnr.A6085,2-s2.0-85069294746,SCOPUS_ID:85069294746,25,Article,
Functional connectivity associated with health-related quality of life in children with focal epilepsy,2019,2019-07-01,American Journal of Neuroradiology,Nawani H.,10.3174/ajnr.A6106,2-s2.0-85069293900,SCOPUS_ID:85069293900,6,Article,
Reply,2019,2019-07-01,American Journal of Neuroradiology,Kennedy T.A.,10.3174/ajnr.A6094,2-s2.0-85069294411,SCOPUS_ID:85069294411,0,Letter,
Optic nerve evaluation in idiopathic intracranial hypertension,2019,2019-07-01,American Journal of Neuroradiology,De Bernardo M.,10.3174/ajnr.A6091,2-s2.0-85069294205,SCOPUS_ID:85069294205,37,Letter,
Assessment of explicitly stated interval change on noncontrast head CT radiology reports,2019,2019-07-01,American Journal of Neuroradiology,Braileanu M.,10.3174/ajnr.A6081,2-s2.0-85069295223,SCOPUS_ID:85069295223,3,Conference Paper,
Association of fractional flow on 3D-TOF-MRA with cerebral perfusion in patients with MCA stenosis,2019,2019-07-01,American Journal of Neuroradiology,Ge X.,10.3174/ajnr.A6095,2-s2.0-85069295961,SCOPUS_ID:85069295961,16,Article,
Gadolinium enhancement of the aneurysm wall in unruptured intracranial aneurysms is associated with an increased risk of aneurysm instability: A follow-up study,2019,2019-07-01,American Journal of Neuroradiology,Vergouwen M.D.I.,10.3174/ajnr.A6105,2-s2.0-85069296790,SCOPUS_ID:85069296790,75,Article,
"Brain Tumor-enhancement visualization and morphometric assessment: A comparison of MPRAGE, SPACE, and VIBE MRI techniques",2019,2019-07-01,American Journal of Neuroradiology,Danieli L.,10.3174/ajnr.A6096,2-s2.0-85069293882,SCOPUS_ID:85069293882,78,Article,
Normal-appearing cerebellar damage in neuromyelitis optica spectrum disorder,2019,2019-07-01,American Journal of Neuroradiology,Sun J.,10.3174/ajnr.A6098,2-s2.0-85069295849,SCOPUS_ID:85069295849,6,Article,
Polymer embolism from bioactive and hydrogel coil embolization technology: Considerations for product development,2019,2019-07-01,American Journal of Neuroradiology,Chopra A.M.,10.3174/ajnr.A6083,2-s2.0-85069294667,SCOPUS_ID:85069294667,4,Letter,
Erratum: Prevalence of superior semicircular canal dehiscence on high-resolution CT imaging in patients without vestibular or auditory abnormalities (American Journal of Neuroradiology (2019) 40 (709-712) DOI: 10.3174/ajnr.A5999),2019,2019-07-01,American Journal of Neuroradiology,Berning A.W.,10.3174/ajnr.A6082,2-s2.0-85069296548,SCOPUS_ID:85069296548,0,Erratum,
Long-term results and follow-up examinations after endovascular embolization for unruptured cerebral aneurysms,2019,2019-07-01,American Journal of Neuroradiology,Murakami T.,10.3174/ajnr.A6101,2-s2.0-85069294966,SCOPUS_ID:85069294966,7,Article,
Assessing postconcussive reaction time using transport-based morphometry of diffusion tensor images,2019,2019-07-01,American Journal of Neuroradiology,Kundu S.,10.3174/ajnr.A6087,2-s2.0-85069297295,SCOPUS_ID:85069297295,5,Conference Paper,
Impact of skull defects on the role of CTA for brain death confirmation,2019,2019-07-01,American Journal of Neuroradiology,Nunes D.M.,10.3174/ajnr.A6100,2-s2.0-85069294717,SCOPUS_ID:85069294717,16,Article,
Quantitative analysis of punctate white matter lesions in neonates using quantitative susceptibility mapping and R2∗ relaxation,2019,2019-07-01,American Journal of Neuroradiology,Zhang Y.,10.3174/ajnr.A6114,2-s2.0-85069296875,SCOPUS_ID:85069296875,5,Article,
Assessing postconcussive reaction time using transport-based morphometry of diffusion tensor images,2019,2019-07-01,American Journal of Neuroradiology,Kundu S.,10.3174/ajnr.A6087,2-s2.0-85069297295,SCOPUS_ID:85069297295,5,Conference Paper,
Extent of surgical resection in lower-grade gliomas: Differential impact based on molecular subtype,2019,2019-07-01,American Journal of Neuroradiology,Patel S.H.,10.3174/ajnr.A6102,2-s2.0-85069296497,SCOPUS_ID:85069296497,87,Conference Paper,
A practical review of functional mri anatomy of the language and motor systems,2019,2019-07-01,American Journal of Neuroradiology,Hill V.B.,10.3174/ajnr.A6089,2-s2.0-85069294429,SCOPUS_ID:85069294429,27,Review,
Subject-specific studies of CSF bulk flow patterns in the spinal canal: Implications for the dispersion of solute particles in intrathecal drug delivery,2019,2019-07-01,American Journal of Neuroradiology,Coenen W.,10.3174/ajnr.A6097,2-s2.0-85069294389,SCOPUS_ID:85069294389,26,Article,
Flow-pattern details in an aneurysm model using high-speed 1000-frames-per-second angiography,2019,2019-07-01,American Journal of Neuroradiology,Krebs J.M.,10.3174/ajnr.A6090,2-s2.0-85069294664,SCOPUS_ID:85069294664,8,Article,
Quantification of DTI in the pediatric spinal cord: Application to clinical evaluation in a healthy patient population,2019,2019-07-01,American Journal of Neuroradiology,Reynolds B.B.,10.3174/ajnr.A6104,2-s2.0-85069296663,SCOPUS_ID:85069296663,9,Article,
Quantitative Delta T1 (dT1) as a replacement for adjudicated central reader analysis of contrast-enhancing tumor burden: A subanalysis of the American college of radiology imaging network 6677/radiation therapy oncology group 0625 multicenter brain tumor trial,2019,2019-07-01,American Journal of Neuroradiology,Schmainda K.M.,10.3174/ajnr.A6110,2-s2.0-85069294543,SCOPUS_ID:85069294543,21,Article,
Diagnostic accuracy of high-resolution black-blood MRI in the evaluation of intracranial large-vessel arterial occlusions X,2019,2019-06-01,American Journal of Neuroradiology,Al-Smadi A.S.,10.3174/ajnr.A6065,2-s2.0-85068197440,SCOPUS_ID:85068197440,39,Article,
"Baseline and Evolutionary Radiologic Features in Sporadic, Hemorrhagic Brain Cavernous Malformations",2019,2019-06-01,American Journal of Neuroradiology,Flemming K.D.,10.3174/ajnr.A6076,2-s2.0-85068198108,SCOPUS_ID:85068198108,18,Article,
The occipital emissary vein: A possible marker for pseudotumor cerebri,2019,2019-06-01,American Journal of Neuroradiology,Hedjoudje A.,10.3174/ajnr.A6061,2-s2.0-85068197853,SCOPUS_ID:85068197853,22,Article,
Ensemble of convolutional neural networks improves automated segmentation of acute ischemic lesions using multiparametric diffusion-weighted MRI,2019,2019-06-01,American Journal of Neuroradiology,Winzeck S.,10.3174/ajnr.A6077,2-s2.0-85068198032,SCOPUS_ID:85068198032,47,Article,
Texture analysis in cerebral gliomas: A review of the literature,2019,2019-06-01,American Journal of Neuroradiology,Soni X.N.,10.3174/ajnr.A6075,2-s2.0-85068197916,SCOPUS_ID:85068197916,93,Review,
Association between tumor acidity and hypervascularity in human gliomas using ph-weighted amine chemical exchange saturation transfer echo-planar imaging and dynamic susceptibility contrast perfusion MRI at 3T,2019,2019-06-01,American Journal of Neuroradiology,Wang Y.L.,10.3174/ajnr.A6063,2-s2.0-85068196569,SCOPUS_ID:85068196569,27,Article,
Thrombectomy with conscious sedation compared with general anesthesia: A DEFUSE 3 analysis,2019,2019-06-01,American Journal of Neuroradiology,Powers C.J.,10.3174/ajnr.A6059,2-s2.0-85068196942,SCOPUS_ID:85068196942,46,Article,
The continued rise in professional use of social media at scientific meetings: An analysis of twitter use during the ASNR 2018 annual meeting,2019,2019-06-01,American Journal of Neuroradiology,D'Anna G.,10.3174/ajnr.A6064,2-s2.0-85068197716,SCOPUS_ID:85068197716,12,Review,
Susceptibility-weighted MR imaging hypointense rim in progressive multifocal leukoencephalopathy: The end point of neuroinflammation and a potential outcome predictor,2019,2019-06-01,American Journal of Neuroradiology,Thurnher M.M.,10.3174/ajnr.A6072,2-s2.0-85068198245,SCOPUS_ID:85068198245,27,Article,
Quantitative susceptibility mapping of time-dependent susceptibility changes in multiple sclerosis lesions,2019,2019-06-01,American Journal of Neuroradiology,Zhang X.S.,10.3174/ajnr.A6071,2-s2.0-85068197529,SCOPUS_ID:85068197529,65,Article,
A novel collateral imaging method derived from time-resolved dynamic contrast-enhanced MR angiography in acute ischemic stroke: A pilot study,2019,2019-06-01,American Journal of Neuroradiology,Roh H.G.,10.3174/ajnr.A6068,2-s2.0-85068196883,SCOPUS_ID:85068196883,25,Article,
Chimeric antigen receptor T-cell therapy: What the neuroradiologist needs to know,2019,2019-05-01,American Journal of Neuroradiology,Valand H.A.,10.3174/ajnr.A6042,2-s2.0-85066163565,SCOPUS_ID:85066163565,12,Article,
Periventricular white matter abnormalities on diffusion tensor imaging of postural instability gait disorder parkinsonism,2019,2019-04-01,American Journal of Neuroradiology,Tan S.Y.Z.,10.3174/ajnr.A5993,2-s2.0-85064545140,SCOPUS_ID:85064545140,12,Article,
Leptomeningeal contrast enhancement is related to focal cortical thinning in relapsing-remitting multiple sclerosis: A cross-sectional MRI study,2019,2019-04-01,American Journal of Neuroradiology,Bergsland N.,10.3174/ajnr.A6011,2-s2.0-85064530730,SCOPUS_ID:85064530730,40,Article,
Brain MRI findings in pediatric-onset neuromyelitis optica spectrum disorder: Challenges in differentiation from acute disseminated encephalomyelitis,2019,2019-04-01,American Journal of Neuroradiology,Bulut E.,10.3174/ajnr.A6003,2-s2.0-85064531018,SCOPUS_ID:85064531018,14,Conference Paper,
Behavioral and structural effects of single and repeat closed-head injury,2019,2019-04-01,American Journal of Neuroradiology,Kao Y.C.J.,10.3174/ajnr.A6014,2-s2.0-85064558593,SCOPUS_ID:85064558593,13,Article,
On flow diversion: The changing landscape of intracerebral aneurysm management,2019,2019-04-01,American Journal of Neuroradiology,Dmytriw A.A.,10.3174/ajnr.A6006,2-s2.0-85064560884,SCOPUS_ID:85064560884,62,Review,
Effects of acute alcohol consumption on the human brain: Diffusional kurtosis imaging and arterial spin-labeling study,2019,2019-04-01,American Journal of Neuroradiology,Kong L.M.,10.3174/ajnr.A5992,2-s2.0-85064539338,SCOPUS_ID:85064539338,13,Article,
Imaging review of new and emerging sinonasal tumors and tumor-like entities from the fourth edition of the World Health Organization classification of head and neck tumors,2019,2019-04-01,American Journal of Neuroradiology,Dean K.E.,10.3174/ajnr.A5978,2-s2.0-85064560134,SCOPUS_ID:85064560134,28,Review,
Gadolinium-enhanced susceptibility-weighted imaging in multiple sclerosis: Optimizing the recognition of active plaques for different MR imaging sequences,2019,2019-04-01,American Journal of Neuroradiology,Do Amaral L.L.F.,10.3174/ajnr.A5997,2-s2.0-85064536436,SCOPUS_ID:85064536436,23,Article,
Alterations in blood-brain barrier permeability in patients with systemic lupus erythematosus,2019,2019-03-01,American Journal of Neuroradiology,Chi J.M.,10.3174/ajnr.A5990,2-s2.0-85062951317,SCOPUS_ID:85062951317,54,Article,
Longitudinal white matter changes following carbon monoxide poisoning: A 9-month follow-up voxelwise diffusional kurtosis imaging study,2019,2019-03-01,American Journal of Neuroradiology,Chou M.C.,10.3174/ajnr.A5979,2-s2.0-85063003842,SCOPUS_ID:85063003842,13,Article,
Quantitative susceptibility mapping to assess cerebral vascular compliance,2019,2019-03-01,American Journal of Neuroradiology,Birkl C.,10.3174/ajnr.A5933,2-s2.0-85062941274,SCOPUS_ID:85062941274,7,Article,
Clinical outcome after thrombectomy in patients with stroke with premorbid modified rankin scale scores of 3 and 4: A cohort study with 136 patients,2019,2019-02-01,American Journal of Neuroradiology,Seker F.,10.3174/ajnr.A5920,2-s2.0-85061482030,SCOPUS_ID:85061482030,39,Article,
High-grade gliomas in children with neurofibromatosis type 1: Literature review and illustrative cases,2019,2019-02-01,American Journal of Neuroradiology,Spyris C.D.,10.3174/ajnr.A5888,2-s2.0-85061478420,SCOPUS_ID:85061478420,13,Article,
Reply,2019,2019-02-01,American Journal of Neuroradiology,Rajagopal R.,10.3174/ajnr.A5965,2-s2.0-85061596707,SCOPUS_ID:85061596707,0,Letter,
"Percutaneous CT-guided skull biopsy: Feasibility, safety, and diagnostic yield",2019,2019-02-01,American Journal of Neuroradiology,Tomasian A.,10.3174/ajnr.A5949,2-s2.0-85061474149,SCOPUS_ID:85061474149,13,Article,
Brain DSC MR perfusion in children: A clinical feasibility study using different technical standards of contrast administration,2019,2019-02-01,American Journal of Neuroradiology,Gaudino S.,10.3174/ajnr.A5954,2-s2.0-85061473734,SCOPUS_ID:85061473734,14,Article,
Resting-state functional connectivity of the middle frontal gyrus can predict language lateralization in patients with brain tumors,2019,2019-02-01,American Journal of Neuroradiology,Gohel S.,10.3174/ajnr.A5932,2-s2.0-85061492757,SCOPUS_ID:85061492757,40,Article,
A 3T phase-sensitive inversion recovery MRI sequence improves detection of cervical spinal cord lesions and shows active lesions in patients with multiple sclerosis,2019,2019-02-01,American Journal of Neuroradiology,Fechner A.,10.3174/ajnr.A5941,2-s2.0-85061561700,SCOPUS_ID:85061561700,18,Article,
Renal contrast on CT myelography: Diagnostic value in patients with spontaneous intracranial hypotension,2019,2019-02-01,American Journal of Neuroradiology,Kinsman K.A.,10.3174/ajnr.A5934,2-s2.0-85061506953,SCOPUS_ID:85061506953,16,Article,
Single-needle lateral sacroplasty technique,2019,2019-02-01,American Journal of Neuroradiology,Nicholson P.J.,10.3174/ajnr.A5884,2-s2.0-85061511494,SCOPUS_ID:85061511494,3,Article,
"Acute toxic leukoencephalopathy: Etiologies, imaging findings, and outcomes in 101 patients",2019,2019-02-01,American Journal of Neuroradiology,Özütemiz C.,10.3174/ajnr.A5947,2-s2.0-85061566375,SCOPUS_ID:85061566375,53,Article,
Sexual dimorphism and hemispheric asymmetry of hippocampal volumetric integrity in normal aging and Alzheimer disease,2019,2019-02-01,American Journal of Neuroradiology,Ardekani B.A.,10.3174/ajnr.A5943,2-s2.0-85061498664,SCOPUS_ID:85061498664,25,Article,
MR imaging scoring system for white matter injury after deep medullary vein thrombosis and infarction in neonates,2019,2019-02-01,American Journal of Neuroradiology,Benninger K.L.,10.3174/ajnr.A5940,2-s2.0-85061479756,SCOPUS_ID:85061479756,14,Article,
Standardized MR perfusion scoring system for evaluation of sequential perfusion changes and surgical outcome of moyamoya disease,2019,2019-02-01,American Journal of Neuroradiology,Lin Y.H.,10.3174/ajnr.A5945,2-s2.0-85061489426,SCOPUS_ID:85061489426,33,Article,
A call to improve the visibility and access of the American college of radiology practice parameters in neuroradiology: A powerful value stream enhancer for both neuroradiologists and patients,2019,2019-02-01,American Journal of Neuroradiology,Jordan J.E.,10.3174/ajnr.A5923,2-s2.0-85061477617,SCOPUS_ID:85061477617,0,Article,
Treatment response prediction of nasopharyngeal carcinoma based on histogram analysis of diffusional kurtosis imaging,2019,2019-02-01,American Journal of Neuroradiology,Tu N.,10.3174/ajnr.A5925,2-s2.0-85061478426,SCOPUS_ID:85061478426,13,Article,
"Cavum septum pellucidum in the general pediatric population and its relation to surrounding brain structure volumes, cognitive function, and emotional or behavioral problems",2019,2019-02-01,American Journal of Neuroradiology,Dremmen M.H.G.,10.3174/ajnr.A5939,2-s2.0-85061620670,SCOPUS_ID:85061620670,18,Article,
Is delayed speech development a long-term sequela of birth-related subdural hematoma?,2019,2019-02-01,American Journal of Neuroradiology,Lynøe N.,10.3174/ajnr.A5890,2-s2.0-85061556472,SCOPUS_ID:85061556472,2,Letter,
FDG-PET and MRI in the evolution of new-onset refractory status epilepticus,2019,2019-02-01,American Journal of Neuroradiology,Strohm T.,10.3174/ajnr.A5929,2-s2.0-85061593890,SCOPUS_ID:85061593890,22,Article,
Contrast-enhanced 3D-FLAIR imaging of the optic nerve and optic nerve head: Novel neuroimaging findings of idiopathic intracranial hypertension,2019,2019-02-01,American Journal of Neuroradiology,Golden E.,10.3174/ajnr.A5937,2-s2.0-85061581622,SCOPUS_ID:85061581622,14,Article,
Ostium ratio and neck ratio could predict the outcome of sidewall intracranial aneurysms treated with flow diverters,2019,2019-02-01,American Journal of Neuroradiology,Paliwal N.,10.3174/ajnr.A5953,2-s2.0-85061574075,SCOPUS_ID:85061574075,26,Article,
Effect of gadolinium on the estimation of myelin and brain tissue volumes based on quantitative synthetic MRI,2019,2019-02-01,American Journal of Neuroradiology,Maekawa T.,10.3174/ajnr.A5921,2-s2.0-85061492828,SCOPUS_ID:85061492828,14,Article,
Reply,2019,2019-02-01,American Journal of Neuroradiology,Rooks V.J.,10.3174/ajnr.A5969,2-s2.0-85061617354,SCOPUS_ID:85061617354,0,Letter,
A review of magnetic particle imaging and perspectives on neuroimaging,2019,2019-02-01,American Journal of Neuroradiology,Wu X.L.C.,10.3174/ajnr.A5896,2-s2.0-85061507304,SCOPUS_ID:85061507304,183,Review,
Maternal-fetal medicine specialists should manage patients requiring fetal MRI of the central nervous system,2019,2019-02-01,American Journal of Neuroradiology,Pfeifer M.,10.3174/ajnr.A5894,2-s2.0-85061488837,SCOPUS_ID:85061488837,1,Letter,
A deep learning-based approach to reduce rescan and recall rates in clinical MRI examinations,2019,2019-02-01,American Journal of Neuroradiology,Sreekumari A.,10.3174/ajnr.A5926,2-s2.0-85061485701,SCOPUS_ID:85061485701,38,Article,
Alterations in brain metabolites in patients with epilepsy with impaired consciousness: A case-control study of interictal multivoxel 1 H-MRS findings,2019,2019-02-01,American Journal of Neuroradiology,Tan Z.,10.3174/ajnr.A5944,2-s2.0-85061574692,SCOPUS_ID:85061574692,10,Article,
Improving the quality of synthetic FLAIR images with deep learning using a conditional generative adversarial network for pixel-by-pixel image translation,2019,2019-02-01,American Journal of Neuroradiology,Hagiwara A.,10.3174/ajnr.A5927,2-s2.0-85061484196,SCOPUS_ID:85061484196,74,Article,
Transient ischemic attack and carotid web,2019,2019-02-01,American Journal of Neuroradiology,Hu H.,10.3174/ajnr.A5946,2-s2.0-85061499323,SCOPUS_ID:85061499323,43,Article,
Endothelialization following flow diversion for intracranial aneurysms: A systematic review,2019,2019-02-01,American Journal of Neuroradiology,Ravindran K.,10.3174/ajnr.A5955,2-s2.0-85061597205,SCOPUS_ID:85061597205,70,Article,
"High-definition zoom mode, a high-resolution x-ray microscope for neurointerventional treatment procedures: A blinded-rater clinical-utility study",2019,2019-02-01,American Journal of Neuroradiology,Setlur Nagesh S.V.,10.3174/ajnr.A5922,2-s2.0-85061500172,SCOPUS_ID:85061500172,5,Article,
"The ""bovine aortic arch"": Time to rethink the true origin of the term?",2019,2019-02-01,American Journal of Neuroradiology,Ridley L.J.,10.3174/ajnr.A5924,2-s2.0-85061568785,SCOPUS_ID:85061568785,2,Letter,
Volumetric MRI study of the brain in fetuses with intrauterine cytomegalovirus infection and its correlation to neurodevelopmental outcome,2019,2019-02-01,American Journal of Neuroradiology,Grinberg A.,10.3174/ajnr.A5948,2-s2.0-85061615057,SCOPUS_ID:85061615057,10,Article,
Improved white matter cerebrovascular reactivity after revascularization in patients with steno-occlusive disease,2019,2019-01-01,American Journal of Neuroradiology,McKetton L.,10.3174/ajnr.A5912,2-s2.0-85059888533,SCOPUS_ID:85059888533,24,Article,
Neuroimaging findings in moebius sequence,2019,2019-01-01,American Journal of Neuroradiology,Herrera D.A.,10.3174/ajnr.A6028,2-s2.0-85066163580,SCOPUS_ID:85066163580,13,Article,
Subretinal and retrolaminar migration of intraocular silicone oil detected on CT,2019,2019-01-01,American Journal of Neuroradiology,Abdalkader M.,10.3174/ajnr.A6176,2-s2.0-85071753955,SCOPUS_ID:85071753955,11,Conference Paper,
Prognostic predictions for patients with glioblastoma after standard treatment: Application of contrast leakage information from DSC-MRI within nonenhancing FLAIR high-signal-intensity lesions,2019,2019-01-01,American Journal of Neuroradiology,Kim S.H.,10.3174/ajnr.A6297,2-s2.0-85076505313,SCOPUS_ID:85076505313,7,Article,
Erratum: White Matter Changes Related to Subconcussive Impact Frequency during a Single Season of High School Football (AJNR Am J Neuroradiol (2018) 39 (245-251) DOI: 10.3174/ajnr.A5489),2019,2019-01-01,American Journal of Neuroradiology,,10.3174/ajnr.A5907,2-s2.0-85059892552,SCOPUS_ID:85059892552,0,Erratum,
Radiomics-based intracranial thrombus features on CT and CTA predict recanalization with intravenous alteplase in patients with acute ischemic stroke,2019,2019-01-01,American Journal of Neuroradiology,Qiu W.,10.3174/ajnr.A5918,2-s2.0-85059903008,SCOPUS_ID:85059903008,90,Article,
Impact on quality of neuroradiology interpretations by caseload,2019,2019-01-01,American Journal of Neuroradiology,Mamourian A.,10.3174/ajnr.A6229,2-s2.0-85074964053,SCOPUS_ID:85074964053,1,Letter,
Middle cerebral artery plaque hyperintensity on T2-weighted vessel wall imaging is associated with ischemic stroke,2019,2019-01-01,American Journal of Neuroradiology,Yu Y.N.,10.3174/ajnr.A6260,2-s2.0-85074961813,SCOPUS_ID:85074961813,11,Article,
High-resolution vessel wall MR imaging as an alternative to brain biopsy,2019,2019-01-01,American Journal of Neuroradiology,Corrêa D.,10.3174/ajnr.A5950,2-s2.0-85062953187,SCOPUS_ID:85062953187,7,Letter,
Reply,2019,2019-01-01,American Journal of Neuroradiology,Valand H.A.,10.3174/ajnr.A6231,2-s2.0-85073082133,SCOPUS_ID:85073082133,0,Letter,
Application of high-resolution C-arm CT combined with streak metal artifact removal technology for the stent-assisted embolization of intracranial aneurysms,2019,2019-01-01,American Journal of Neuroradiology,Li T.F.,10.3174/ajnr.A6190,2-s2.0-85073082821,SCOPUS_ID:85073082821,25,Article,
Non-contrast-enhancing tumor: A new frontier in glioblastoma research,2019,2019-01-01,American Journal of Neuroradiology,Lasocki A.,10.3174/ajnr.A6025,2-s2.0-85066163596,SCOPUS_ID:85066163596,123,Review,
Reply,2019,2019-01-01,American Journal of Neuroradiology,Valand H.A.,10.3174/ajnr.A6231,2-s2.0-85073082133,SCOPUS_ID:85073082133,0,Letter,
Application of high-resolution C-arm CT combined with streak metal artifact removal technology for the stent-assisted embolization of intracranial aneurysms,2019,2019-01-01,American Journal of Neuroradiology,Li T.F.,10.3174/ajnr.A6190,2-s2.0-85073082821,SCOPUS_ID:85073082821,25,Article,
Focal hypoperfusion in acute ischemic stroke perfusion CT: Clinical and radiologic predictors and accuracy for infarct prediction,2019,2019-01-01,American Journal of Neuroradiology,Bill O.,10.3174/ajnr.A5984,2-s2.0-85063007977,SCOPUS_ID:85063007977,22,Article,
Sentinel angiographic signs of cerebral hyperperfusion after angioplasty and stenting of intracranial atherosclerotic stenosis: A technical note,2019,2019-01-01,American Journal of Neuroradiology,Ghuman M.,10.3174/ajnr.A6149,2-s2.0-85071783570,SCOPUS_ID:85071783570,15,Article,
Are linear measurements of the nucleus basalis of Meynert suitable as a diagnostic biomarker in mild cognitive impairment and Alzheimer disease?,2019,2019-01-01,American Journal of Neuroradiology,Jethwa K.D.,10.3174/ajnr.A6313,2-s2.0-85076505824,SCOPUS_ID:85076505824,10,Conference Paper,
